List Price,Address,,,City,Tax ID,,,,,,,,,,Yr Built,,,,,,,,,SF Total,SF Up+Mn,SF Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O/Price,Close Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436000,6866 N SEDRO ST,,,Portland,R151662,,,,,,,,,,2004,,,,,,,,,1787,1787,Owner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436000,446000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324000,7192 N Portsmouth AVE,,,Portland,Not Found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324000,324000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575000,3803 N KISKA ST,,,Portland,R144226,,,,,,,,,,1966,,,,,,,,,2772,1494,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575000,615000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444900,3600 N BALDWIN ST,,,Portland,R241387,,,,,,,,,,1913,,,,,,,,,1263,769,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444900,452500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265000,3928 N JUNEAU ST,,,Portland,R144251,,,,,,,,,,1972,,,,,,,,,978,978,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289000,259539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350000,7465 N ALMA AVE,,,Portland,R272629,,,,,,,,,,1923,,,,,,,,,1456,856,tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350000,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319900,7479 N Newell AVE,,,Portland,Not Found,,,,,,,,,,2023,,,,,,,,,908,908,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369900,315000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550000,8025 N POLK AVE,,,Portland,R156084,,,,,,,,,,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585000,515000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419900,5323 N Yale ST,,,Portland,Not Found,,,,,,,,,,2022,,,,,,,,,911,911,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419900,419900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340000,6735 N SALEM AVE,,,Portland,R607066,,,,,,,,,,2008,,,,,,,,,1007,932,Title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340000,360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550000,9340 N POLK AVE,,,Portland,R245521,,,,,,,,,,1951,,,,,,,,,2144,1656,measure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649900,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224900,7360 N ATLANTIC AVE,,,Portland,R124792,,,,,,,,,,2023,,,,,,,,,482,482,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229900,224900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299900,7706 N KELLOGG ST,,,Portland,R264032,,,,,,,,,,1919,,,,,,,,,1944,1272,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299900,352000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435000,7817 N PORTSMOUTH AVE,,,Portland,R248742,,,,,,,,,,1906,,,,,,,,,2343,1667,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480000,435000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417900,8324 N JOHNSWOOD DR,,,Portland,R499828,,,,,,,,,,2004,,,,,,,,,1360,1360,Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417900,470000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675000,6737 N OLIN AVE,,,Portland,R220053,,,,,,,,,,1944,,,,,,,,,3108,2208,lastlist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699000,625000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425000,8023 N PRINCETON ST,,,Portland,R100571,,,,,,,,,,1901,,,,,,,,,1876,1130,Tax Rec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437500,462000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289900,6904 N IVANHOE ST,,,Portland,R272738,,,,,,,,,,1919,,,,,,,,,1000,600,TRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289900,226000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265000,8712 N DECATUR ST,,,Portland,"R598324, R598350",,,,,,,,,,2007,,,,,,,,,630,630,Tax Record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265000,270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465000,7026 N WALL AVE,,,Portland,R232173,,,,,,,,,,1945,,,,,,,,,1383,716,Floor Plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465000,557000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360000,8216 N EDISON ST,,,Portland,R610264,,,,,,,,,,2008,,,,,,,,,1105,1105,TRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365000,355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599950,7051 N UNIVERSITY AVE,,,Portland,R137199,,,,,,,,,,1944,,,,,,,,,2421,1506,AQualityMs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599950,610000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659000,7234 N OATMAN AVE,,,Portland,R106886,,,,,,,,,,1913,,,,,,,,,2928,1878,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659000,665000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409000,9404 N HODGE AVE,,,Portland,R137335,,,,,,,,,,2004,,,,,,,,,1510,1510,Tax Rec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409000,410850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592500,4621 N WILLAMETTE BLVD,,,Portland,R307601,,,,,,,,,,1944,,,,,,,,,2050,1050,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592500,582500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569900,8567 N MOHAWK AVE,,,Portland,R245305,,,,,,,,,,1948,,,,,,,,,2016,1008,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579900,540000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475000,3114 N RUSSET ST,,,Portland,R242420,,,,,,,,,,1922,,,,,,,,,1286,986,TRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475000,495000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580000,7006 N PORTSMOUTH AVE,,,Portland,R291810,,,,,,,,,,1924,,,,,,,,,2880,1702,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580000,600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239000,6919 N LEAVITT AVE,,,Portland,R590124,,,,,,,,,,1971,,,,,,,,,890,890,TRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298500,239000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555000,3119 N KILPATRICK ST,,,Portland,R170582,,,,,,,,,,1941,,,,,,,,,1846,1208,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555000,557000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229900,7360 N ATLANTIC AVE,,,Portland,R124792,,,,,,,,,,2023,,,,,,,,,541,541,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249900,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850000,5501 N PRINCETON ST,,,Portland,R651881,,,,,,,,,,2013,,,,,,,,,2904,2023,msmnt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850000,845000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720000,5261 N Princeton ST,,,Portland,R291807,,,,,,,,,,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720000,753130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430000,7035 N CATLIN AVE,,,Portland,R264206,,,,,,,,,,1904,,,,,,,,,959,959,TRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430000,430000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479900,6824 N Seneca ST,,,Portland,Not Found,,,,,,,,,,2023,,,,,,,,,1700,1700,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529900,479900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319950,4204 N JUNEAU ST,,,Portland,R119756,,,,,,,,,,1983,,,,,,,,,1080,1080,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349950,314200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525000,2732 N WATTS ST,,,Portland,R590903,,,,,,,,,,2008,,,,,,,,,1571,1571,TAXES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525000,525000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399900,9107 N BAYARD AVE,,,Portland,R241991,,,,,,,,,,1956,,,,,,,,,752,752,RMLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415000,405000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395000,7031 N ARMOUR ST,,,Portland,R151303,,,,,,,,,,2006,,,,,,,,,1486,1486,trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400000,397000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319000,3842 N ALASKA ST,,,Portland,R144196,,,,,,,,,,1963,,,,,,,,,1960,1960,TRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359000,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425000,9608 N PIER PARK PL,,,Portland,R589862,,,,,,,,,,2009,,,,,,,,,1608,1608,RMLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425000,485000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585000,7304 N KNOWLES AVE,,,Portland,R106978,,,,,,,,,,1947,,,,,,,,,2264,1448,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585000,601000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475000,7825 N HEREFORD AVE,,,Portland,R248784,,,,,,,,,,1906,,,,,,,,,1398,1108,tax rec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475000,482000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489000,9326 N HAVEN AVE,,,Portland,R547587,,,,,,,,,,2006,,,,,,,,,1560,1560,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519000,447500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347900,7560 N Berkeley AVE,,,Portland,r248670,,,,,,,,,,2023,,,,,,,,,796,796,plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389900,332000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329900,7172 N Reno AVE,,,Portland,R227191,,,,,,,,,,2023,,,,,,,,,993,993,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339900,329900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499900,8623 N CURTIS AVE,,,Portland,R241799,,,,,,,,,,1914,,,,,,,,,2468,1748,Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499900,505650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585000,7806 N CLARENDON AVE,,,Portland,R248703,,,,,,,,,,1910,,,,,,,,,2283,1515,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585000,596500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448800,8006 N WASHBURNE AVE,,,Portland,R179218,,,,,,,,,,1951,,,,,,,,,1124,1124,Appraisal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478800,450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425000,8233 N SWENSON ST,,,Portland,R228995,,,,,,,,,,1955,,,,,,,,,952,952,TRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425000,447000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339999,8425 N Swenson AVE,,,Portland,R269665,,,,,,,,,,1907,,,,,,,,,834,834,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369000,347000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535000,6835 N WALL AVE,,,Portland,R100523,,,,,,,,,,1908,,,,,,,,,1280,1280,tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535000,535000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599000,3832 N KILPATRICK ST,,,Portland,R292757,,,,,,,,,,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599000,550000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450000,8429 N SEWARD AVE,,,Portland,R241716,,,,,,,,,,1923,,,,,,,,,1260,1260,Prior List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450000,470000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574950,6018 N SYRACUSE ST,,,Portland,R215412,,,,,,,,,,1956,,,,,,,,,2200,1100,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574950,585000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217000,9333 N LOMBARD ST,,,Portland,R580746,,,,,,,,,,1963,,,,,,,,,587,587,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217000,217000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399900,9224 N CHASE AVE,,,Portland,R242033,,,,,,,,,,1955,,,,,,,,,928,928,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399900,400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549900,9350 N MOHAWK AVE,,,Portland,R681225,,,,,,,,,,2018,,,,,,,,,1842,1542,TRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569950,540000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525000,7924 N EMERALD AVE,,,Portland,R290363,,,,,,,,,,1926,,,,,,,,,1464,732,TRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525000,585000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329900,7471 N MOHAWK AVE,,,Portland,New Construction,,,,,,,,,,2024,,,,,,,,,900,900,plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329900,329900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475000,9210 N WINDLE ST,,,Portland,R228731,,,,,,,,,,1958,,,,,,,,,910,910,Tax Record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475000,510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450000,7838 N BELKNAP AVE,,,Portland,R297207,,,,,,,,,,1966,,,,,,,,,1004,1004,FATCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459000,445000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500000,8910 N SYRACUSE ST,,,Portland,R191948,,,,,,,,,,1908,,,,,,,,,4200,2400,Tax Rec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575000,5230 N PRINCETON ST,,,Portland,R291893,,,,,,,,,,1924,,,,,,,,,2252,1516,Tax Record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575000,590000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309900,7180 N Reno AVE,,,Portland,Not Found,,,,,,,,,,2023,,,,,,,,,1008,1008,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319900,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419900,8741 N BURRAGE AVE,,,Portland,R242279,,,,,,,,,,2023,,,,,,,,,960,960,BLD PLNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449999,429900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599900,3842 N ALASKA ST,,,Portland,R144196,,,,,,,,,,1963,,,,,,,,,1960,1960,Tax Record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599900,607000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329900,8113 N Syracuse ST,,,Portland,Not Found,,,,,,,,,,2023,,,,,,,,,1081,1081,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349900,340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549000,6206 N OBERLIN ST,,,Portland,R215332,,,,,,,,,,1945,,,,,,,,,2130,1200,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575000,549000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399000,9627 N ADRIATIC AVE,,,Portland,R137488,,,,,,,,,,1920,,,,,,,,,1277,918,AQuality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399000,416000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659900,9414 N WILLAMETTE BLVD,,,Portland,R264272,,,,,,,,,,1904,,,,,,,,,2325,932,Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659900,675000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799500,6970 N SYRACUSE ST,,,Portland,R689316,,,,,,,,,,2023,,,,,,,,,2881,2083,Bldr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799500,799500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475000,9109 N OSWEGO AVE,,,Portland,R245206,,,,,,,,,,1907,,,,,,,,,1782,1276,trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475000,490000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298800,8103 N Syracuse ST,,,Portland,Not Found,,,,,,,,,,2023,,,,,,,,,956,956,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319900,298800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624900,6818 N OATMAN AVE,,,Portland,R106711,,,,,,,,,,1904,,,,,,,,,2631,1575,floor plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624900,628000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420000,10411 N OSWEGO AVE,,,Portland,R296166,,,,,,,,,,1960,,,,,,,,,1216,1216,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420000,426000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519000,7807 N Fiske AVE,,,Portland,R292294,,,,,,,,,,1944,,,,,,,,,1633,817,A-Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519000,519000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369900,8905 N DWIGHT AVE,,,Portland,R547732,,,,,,,,,,2007,,,,,,,,,1438,1438,Tax Rcrd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429900,375000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499000,5216 N PRINCETON ST,,,Portland,R291896,,,,,,,,,,1925,,,,,,,,,1682,922,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499000,530000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599900,9135 N Minerva AVE,,,Portland,R126274,,,,,,,,,,1962,,,,,,,,,1444,1444,Flooroplan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599900,610000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525000,3816 N ATTU ST,,,Portland,R144239,,,,,,,,,,1967,,,,,,,,,1648,1648,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525000,525000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360000,6215 N AMHERST ST,,,Portland,R239019,,,,,,,,,,1908,,,,,,,,,1304,904,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360000,420000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475000,8840 N ENDICOTT AVE,,,Portland,R575085,,,,,,,,,,2006,,,,,,,,,1440,1440,Tax Record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475000,485000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434000,8542 N TYLER AVE,,,Portland,R245437,,,,,,,,,,1909,,,,,,,,,1892,1144,tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454000,449000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725000,9108 N WILLAMETTE BLVD,,,Portland,R264283,,,,,,,,,,1908,,,,,,,,,2495,1593,TRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000,746750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499900,8940 N BERKELEY AVE,,,Portland,R248554,,,,,,,,,,1956,,,,,,,,,1329,1329,Tax Record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549000,499900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356800,7554 N Berkeley AVE,,,Portland,R248670,,,,,,,,,,2023,,,,,,,,,1008,1008,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409900,355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379900,9434 N WOOLSEY AVE,,,Portland,R573408,,,,,,,,,,2007,,,,,,,,,944,944,trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379900,372900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390000,4721 N AMHERST ST,,,Portland,R137183,,,,,,,,,,1944,,,,,,,,,2014,1015,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390000,462500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799500,6962 N SYRACUSE ST,,,Portland,R272812,,,,,,,,,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799500,799500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430000,8712 N DRUMMOND AVE,,,Portland,R241829,,,,,,,,,,2006,,,,,,,,,1063,1063,Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430000,420000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524900,7217 N WALL AVE,,,Portland,R215336,,,,,,,,,,1940,,,,,,,,,1556,858,Floor Plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524900,587000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569900,5822 N YALE ST,,,Portland,R248364,,,,,,,,,,1911,,,,,,,,,1975,1350,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599900,570000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500000,6844 N SKY ST,,,Portland,R179697,,,,,,,,,,1994,,,,,,,,,1714,1174,tax rec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,540000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395000,7336 N LOMBARD ST,,,Portland,R272612,,,,,,,,,,1922,,,,,,,,,1552,976,TAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395000,320000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439900,8474 N Willamette BLVD,,,Portland,Not Found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439900,425000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537500,7706 N KELLOGG ST,,,Portland,R264032,,,,,,,,,,1919,,,,,,,,,1944,1272,Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575000,537500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
